Player_ID,Player_Name,Team_Name,rating,apps,manOfTheMatch,goal,assistTotal,yellowCard,redCard,shotsPerGame,aerialWonPerGame,passSuccess,goalOwn,tacklePerGame,interceptionPerGame,foulsPerGame,offsideWonPerGame,clearancePerGame,wasDribbledPerGame,outfielderBlockPerGame,keyPassPerGame,dribbleWonPerGame,foulGivenPerGame,offsideGivenPerGame,dispossessedPerGame,turnoverPerGame,totalPassesPerGame,accurateCrossesPerGame,accurateLongPassPerGame,accurateThroughBallPerGame
75217,Andrej Kramaric,Croatia,7.050294117647058,48,3,21,7,4.0,0.0,2.378676470588235,0.1470588235294117,88.15846183315774,0.0,0.2352941176470588,0.2352941176470588,0.1985294117647058,,0.2647058823529412,0.1654411764705882,0.0919117647058823,0.9669117647058824,0.4669117647058823,0.3308823529411764,0.1985294117647058,0.7058823529411764,0.8933823529411764,27.735294117647054,0.4301470588235294,0.5882352941176471,0.0294117647058823
75691,Nicolás Otamendi,Argentina,6.977666666666666,78,3,8,1,15.0,2.0,0.75,2.9833333333333334,90.38733320146974,1.0,1.15,1.1958333333333333,0.7388888888888889,0.4000000000000001,4.5458333333333325,0.2666666666666666,0.8111111111111112,0.4833333333333334,0.4,1.3055555555555556,0.5,0.225,0.4625,47.616666666666674,0.25,3.3625,
77440,Oliver Baumann,Germany,6.627254901960784,45,0,0,0,3.0,0.0,,0.2009803921568627,76.40062597809077,0.0,,,0.0294117647058823,,1.3382352941176472,0.0588235294117647,,0.0294117647058823,0.0588235294117647,0.1715686274509803,,,,36.27941176470589,,4.362745098039215,
78498,Romelu Lukaku,Belgium,6.73625,14,0,6,0,1.0,0.0,1.6,1.75,68.10741341991343,0.0,0.5,,0.45,,0.9,,0.2,0.45,,2.0,0.5,1.1333333333333333,0.875,6.540000000000001,,0.5,0.5
79700,Alberto Quintero,Panama,,3,0,0,0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,
79967,Leandro Bacuna,Curacao,,10,0,1,0,3.0,0.0,,,,0.0,4.0,,1.0,,3.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,56.0,,1.0,
80464,Idrissa Gueye,Senegal,6.954314285714286,42,0,2,4,2.0,1.0,0.8657142857142857,1.117142857142857,88.38246872539585,0.0,2.217142857142857,1.06,1.2771428571428571,,0.8371428571428572,0.7371428571428571,0.3542857142857142,0.9028571428571428,0.3542857142857142,0.9771428571428572,,0.3942857142857142,0.7857142857142857,57.53333333333333,0.16,1.6476190476190478,0.0914285714285714
80931,Mathew Leckie,Australia,,10,0,0,0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,
81523,Mathew Ryan,Australia,6.848888888888888,40,2,0,0,4.0,0.0,0.0555555555555555,0.4722222222222222,70.90271691498685,0.0,0.0555555555555555,0.0277777777777777,,,1.1944444444444444,0.0277777777777777,,,,0.0277777777777777,,,0.0555555555555555,31.694444444444443,,7.694444444444445,
82277,Dan Burn,England,7.06580329153605,53,4,2,4,12.0,1.0,0.7149425287356322,3.685736677115988,85.88868286772747,0.0,1.806191222570533,0.8583072100313479,1.3262539184952975,0.3080721003134796,4.937617554858933,0.6251567398119122,0.5784482758620689,0.4739811912225705,0.1253918495297805,0.3325235109717868,0.1034482758620689,0.5841170323928945,0.7751567398119121,53.333934169279,0.0344827586206896,1.2242424242424244,0.0909090909090909
82917,Kenny McLean,Scotland,6.62985119047619,56,2,4,4,7.0,0.0,0.6547619047619048,0.5595238095238095,85.87641687444264,0.0,1.5976190476190475,0.7827380952380952,0.9107142857142856,,1.8690476190476188,0.9682539682539684,0.5178571428571428,0.8154761904761905,0.5595238095238095,1.1984126984126984,0.0238095238095238,0.6865079365079364,0.6130952380952381,32.107142857142854,0.7738095238095237,2.626984126984127,0.5833333333333333
83249,Aziz Behich,Australia,,30,0,3,0,5.0,0.0,,,,0.0,,,1.0,1.0,2.0,,,,,,,1.0,,1.0,,1.0,
83532,Harry Kane,England,7.857030086848635,66,20,73,8,4.0,0.0,3.213042803970223,0.9376395781637716,77.96356946991186,0.0,0.5551488833746898,0.2419199751861042,0.7367090570719603,0.032258064516129,0.7426592224979321,0.3792493796526054,0.2087468982630273,1.180272952853598,1.0614299007444168,1.4003722084367245,0.5502326302729528,0.7056606699751862,1.1661600496277915,20.919633995037223,0.1190860215053763,1.9747053349875927,0.2847084367245657
83809,Nicolás Tagliafico,Argentina,6.621583333333334,53,2,1,3,11.0,3.0,0.7083333333333334,1.2,86.62131002614596,0.0,1.4694444444444443,1.111111111111111,1.1972222222222222,0.1,1.861111111111111,0.4,0.2083333333333333,0.5222222222222223,0.2416666666666666,1.5361111111111112,0.1722222222222222,0.4777777777777778,0.8722222222222222,39.10833333333333,0.1875,0.9416666666666668,
83895,Enner Valencia,Ecuador,5.576666666666667,24,0,9,0,1.0,1.0,1.3333333333333333,0.3333333333333333,88.23529411764706,0.0,0.6666666666666666,,1.3333333333333333,,0.3333333333333333,,,0.6666666666666666,,2.333333333333333,1.0,1.3333333333333333,2.6666666666666665,6.833333333333334,0.3333333333333333,1.0,
84919,Michael Gregoritsch,Austria,6.825294117647059,45,2,15,2,6.0,0.0,2.6519607843137254,1.5441176470588234,67.93326523663602,0.0,0.2095588235294117,0.3970588235294117,0.5563725490196078,,0.9411764705882352,0.3345588235294117,0.2095588235294117,0.5183823529411764,0.1176470588235294,0.625,0.3051470588235294,1.156862745098039,1.5098039215686274,14.740196078431373,0.1213235294117646,0.3970588235294117,0.0588235294117647
85006,Tim Ream,USA,6.591969696969697,24,0,0,1,0.0,0.0,0.0909090909090909,1.4545454545454546,88.03409396629735,0.0,0.6565656565656566,0.9898989898989896,0.3939393939393939,0.3939393939393939,3.808080808080808,0.3939393939393939,0.7272727272727272,0.0909090909090909,0.6818181818181818,0.5454545454545454,0.3333333333333333,0.1818181818181818,0.5656565656565656,63.66666666666666,,5.111111111111111,
85070,Marten de Roon,Netherlands,6.5504411764705885,52,1,2,4,9.0,1.0,0.4436274509803921,1.5294117647058822,84.17348727121615,0.0,1.857843137254902,0.7720588235294117,1.1274509803921569,0.0857843137254901,1.9019607843137252,1.0661764705882353,0.1470588235294117,0.6715686274509804,0.088235294117647,0.2034313725490196,,0.1151960784313725,0.4705882352941176,49.93382352941177,0.0857843137254901,2.7916666666666665,0.0294117647058823
86513,Cédric Bakambu,DR Congo,6.582777777777778,32,0,5,3,5.0,0.0,1.388888888888889,1.2777777777777777,66.40522875816994,0.0,0.5925925925925926,0.1111111111111111,2.1481481481481484,,0.611111111111111,0.3148148148148148,0.1666666666666666,0.7407407407407408,0.111111111111111,0.611111111111111,0.6111111111111112,1.0185185185185184,1.5925925925925928,7.166666666666667,,0.3333333333333333,0.111111111111111
86593,Grant Hanley,Scotland,7.095,14,0,0,0,0.0,0.0,0.25,2.875,91.61909448818898,0.0,1.8333333333333333,1.0,1.0,0.625,5.916666666666667,1.5,1.8333333333333333,,0.5,0.375,,0.25,,51.16666666666666,,2.6666666666666665,
86829,Wataru Endo,Japan,6.609999999999999,16,0,0,1,1.0,0.0,0.5625,1.0,90.80076711535678,0.0,2.458333333333333,1.25,1.25,,1.7083333333333333,0.5833333333333334,1.0,0.5625,0.5,1.9375,,1.2083333333333333,1.375,41.75,,0.875,
87247,Luis Mejía,Panama,,8,0,0,0,1.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,
88112,Santiago Arias,Colombia,6.373333333333334,11,0,0,0,0.0,0.0,0.3333333333333333,0.6666666666666666,77.27272727272727,0.0,1.3333333333333333,,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,,0.6666666666666666,,0.3333333333333333,0.3333333333333333,0.6666666666666666,,14.666666666666666,,,
88300,Danilo,Brazil,6.695,30,0,1,0,2.0,1.0,0.3333333333333333,0.75,91.44957137741828,0.0,1.5,1.1875,0.75,0.375,2.625,0.4166666666666667,0.625,0.875,0.25,0.25,,0.25,1.0,50.375,0.25,1.9166666666666667,
88526,Casemiro,Brazil,7.083235294117646,47,3,10,2,13.0,1.0,1.5294117647058822,1.6764705882352942,81.3125,0.0,1.823529411764706,0.9558823529411764,1.1764705882352942,,2.573529411764706,2.235294117647059,0.8970588235294117,1.0294117647058822,0.1764705882352941,1.0294117647058822,0.1470588235294117,0.6911764705882353,1.4852941176470589,32.529411764705884,0.5588235294117647,2.5294117647058822,0.1470588235294117
89401,Granit Xhaka,Switzerland,7.116078431372548,46,2,4,6,10.0,0.0,1.0588235294117647,1.5735294117647058,85.97087339847644,0.0,1.2352941176470589,0.9509803921568628,0.7549019607843137,0.1470588235294117,1.6666666666666667,0.4852941176470587,0.3774509803921568,1.4444444444444444,0.2450980392156862,1.3529411764705883,,0.5555555555555555,0.4607843137254902,73.16013071895425,0.6764705882352942,4.908496732026144,0.1274509803921568
89925,Lucas Digne,France,6.802036493971978,51,2,0,8,6.0,0.0,0.635386119257087,1.2046269143043338,84.15401545528046,0.0,1.1951775822743562,0.469208211143695,1.1101335940045618,0.288041707396546,1.5751058976865426,0.4421635711958292,0.1099706744868035,0.9058325187357444,0.1844248941023134,0.724991854024112,0.0967741935483871,0.3548387096774194,0.4721407624633431,39.9208211143695,1.0619094167481264,0.9775171065493646,0.1827956989247311
90115,Aïssa Mandi,Algeria,6.788158829676071,57,0,3,0,11.0,0.0,0.4686520376175548,1.366980146290491,90.36628719281846,0.0,0.845977011494253,1.3905956112852664,0.5711598746081504,0.3161964472309299,3.5699059561128528,0.3331243469174503,0.3905956112852664,0.2725182863113897,0.1379310344827586,0.6741901776384536,0.1081504702194356,0.1426332288401253,0.3924764890282131,58.56509926854755,0.1172413793103448,5.096969696969697,0.1084639498432601
90880,Kalidou Koulibaly,Senegal,7.186,43,1,4,1,10.0,2.0,0.5,3.0,86.24557260920898,0.0,2.4,0.7,1.3,0.4,5.1,0.3,0.6000000000000001,0.4,0.2,0.4,,0.2,0.4,48.06666666666666,0.2,2.6,
91909,Son Heung-Min,South Korea,6.7092307692307696,26,0,3,8,2.0,0.0,4.5,0.1538461538461538,89.64059196617336,0.0,0.4615384615384615,0.1538461538461538,0.3846153846153846,,0.2307692307692307,0.0769230769230769,0.0769230769230769,1.6153846153846154,1.5384615384615383,1.6923076923076923,0.6923076923076923,1.6153846153846154,2.8461538461538463,24.23076923076923,0.5384615384615384,0.3076923076923077,0.1538461538461538
91978,Geoffrey Kondogbia,,6.33125,22,0,1,0,4.0,0.0,0.575,0.7,86.64125226625227,,,,,,,,,,,,,,,,,,
91989,Juan Fernando Quintero,Colombia,6.246666666666667,31,0,6,0,3.0,0.0,0.3333333333333333,,93.02325581395348,0.0,,,,,,,,0.3333333333333333,1.0,,,0.3333333333333333,,14.333333333333334,0.3333333333333333,1.3333333333333333,
92051,Marcel Sabitzer,Austria,6.789535256410256,49,2,7,7,4.0,0.0,1.1923076923076923,0.4551282051282051,83.99048257469555,0.0,1.1009615384615383,0.5993589743589743,0.5152243589743589,,0.9447115384615384,0.5208333333333333,0.2403846153846153,0.8421474358974358,0.2580128205128205,0.7467948717948718,0.2451923076923076,0.3557692307692308,1.051282051282051,35.07371794871794,0.4177350427350426,0.9767628205128204,0.0384615384615384
93700,Leandro Paredes,Argentina,6.706666666666667,26,0,1,0,6.0,0.0,1.3333333333333333,0.6666666666666666,90.71428571428572,0.0,2.6666666666666665,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,,,,2.0,,0.3333333333333333,0.3333333333333333,46.66666666666666,0.3333333333333333,2.6666666666666665,
93894,Mateo Kovacic,Croatia,6.640555555555555,13,0,0,1,0.0,0.0,0.6666666666666666,1.0,93.32675372001216,0.0,1.1111111111111112,0.3333333333333333,1.0,,0.8333333333333333,,,1.5555555555555556,0.3333333333333333,1.4444444444444444,,0.9166666666666669,0.1666666666666666,49.55555555555555,,2.1666666666666665,0.1666666666666666
95408,Virgil van Dijk,Netherlands,7.187258771929826,68,1,11,3,7.0,0.0,1.152046783625731,3.651315789473684,90.7350068849467,0.0,0.6929824561403509,0.8404605263157895,0.9166666666666666,0.4824561403508772,6.152960526315789,0.0679824561403508,0.5197368421052632,0.4663742690058479,0.0526315789473684,0.4217836257309941,0.0263157894736842,0.0263157894736842,0.4385964912280702,82.22258771929825,,4.161732456140351,0.0263157894736842
98126,Ante Budimir,Croatia,6.920270270270271,47,3,21,1,6.0,0.0,2.491891891891892,3.075675675675676,52.52544529262087,0.0,0.4837837837837838,0.1621621621621621,1.002702702702703,0.027027027027027,0.7216216216216216,0.1081081081081081,0.181081081081081,0.6162162162162163,0.1405405405405405,1.1,0.4972972972972973,0.9594594594594594,2.718918918918919,9.31081081081081,,0.1081081081081081,0.054054054054054
98309,Igor Sergeev,Uzbekistan,,5,0,2,0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,
99002,Ronwen Williams,South Africa,6.487222222222222,53,0,0,0,2.0,0.0,,0.4583333333333333,79.08338972855101,0.0,,1.0,,,1.1944444444444444,,,0.25,,0.6666666666666666,,,,42.138888888888886,,6.75,
100008,Victor Lindelöf,Sweden,6.4878823529411775,32,0,0,1,2.0,0.0,0.1764705882352941,1.3490196078431371,89.12166180273978,1.0,0.6039215686274509,0.7676470588235295,0.9794117647058824,0.7485294117647059,3.75,0.2725490196078431,0.3970588235294117,0.3058823529411765,0.3,0.4196078431372549,,0.3088235294117647,0.4196078431372549,43.74705882352941,,1.0549019607843138,
100995,Alex Sandro,Brazil,6.368846153846154,25,0,0,0,3.0,0.0,0.3269230769230768,1.0384615384615383,90.41641459971768,0.0,1.4615384615384617,0.5384615384615384,1.7307692307692308,0.1538461538461538,2.0769230769230766,0.4807692307692307,0.3076923076923077,0.6923076923076923,0.4807692307692307,0.75,,0.6346153846153846,0.7692307692307693,43.69230769230769,0.6923076923076923,1.6346153846153846,
101374,John Stones,England,6.721736111111111,24,0,0,1,0.0,0.0,,1.5763888888888888,95.25717647708848,0.0,0.3148148148148148,0.6458333333333334,0.6666666666666666,0.5925925925925926,2.333333333333333,0.3333333333333333,0.7083333333333333,0.5370370370370371,0.2222222222222222,0.75,,0.3425925925925925,0.2685185185185185,64.38888888888889,,2.9444444444444446,0.25
101530,Ahmed Alaa,Qatar,,2,0,0,0,0.0,0.0,,,,0.0,1.0,,,,,,,,,,,,3.0,5.0,,,
101859,Pierre-Emile Højbjerg,,6.972604166666667,44,2,4,5,6.0,0.0,2.0625,1.28125,90.9060846405202,,,,,,,,,,,,,,,,,,
101949,Marquinhos,Brazil,6.718952380952381,61,0,3,0,4.0,0.0,0.3103174603174602,2.477619047619048,94.13030629394484,1.0,1.4015873015873015,0.8176190476190476,0.6642857142857143,0.9746031746031748,3.266666666666667,0.8761904761904762,0.6920634920634919,0.2698412698412698,0.2047619047619047,0.3898809523809523,0.25,0.2365079365079364,0.3928571428571428,70.09444444444445,,5.061904761904762,0.1238095238095237
101955,Emerson,,6.715928571428572,34,2,0,3,4.0,1.0,0.5357142857142857,1.1107142857142858,87.55879664256628,,,,,,,,,,,,,,,,,,
102023,Weverton,Brazil,6.788529411764706,32,3,0,1,2.0,0.0,,0.2352941176470588,62.656511880114365,0.0,0.0588235294117647,,0.0588235294117647,,0.6823529411764706,,,0.1176470588235294,,0.2470588235294117,,,,26.77058823529412,,4.223529411764706,
102248,Emiliano Martínez,Argentina,6.998926767676768,69,4,0,1,3.0,0.0,,0.3409090909090909,76.82697873915718,0.0,,,,,0.5127840909090909,,,0.1979166666666666,,0.2932449494949494,,,0.0625,36.19539141414141,,5.181502525252525,
103383,Gustavo Gómez,Paraguay,6.8090625,45,2,3,0,5.0,1.0,1.03125,2.375,84.88755873797271,0.0,0.78125,1.2083333333333333,1.4375,1.0208333333333333,5.3125,0.65625,0.84375,0.4375,,0.46875,0.6875,0.4375,0.5208333333333334,36.958333333333336,0.125,2.0416666666666665,
103542,Yvon Mvogo,Switzerland,6.551935483870968,34,2,0,0,0.0,0.0,,0.3548387096774194,77.89661319073083,0.0,0.032258064516129,0.032258064516129,,,0.8709677419354839,0.064516129032258,,,0.032258064516129,0.1290322580645161,,,0.064516129032258,36.193548387096776,,6.935483870967742,
103622,Silvan Widmer,Switzerland,6.695925925925926,44,0,3,1,6.0,0.0,0.8703703703703703,0.8703703703703705,79.95818399044205,0.0,1.574074074074074,0.4629629629629629,0.6111111111111112,0.1388888888888888,1.898148148148148,0.6203703703703703,0.2314814814814814,0.2314814814814814,0.287037037037037,0.3703703703703703,0.1574074074074073,0.3796296296296296,0.8796296296296298,30.583333333333336,0.1759259259259258,0.9074074074074074,
104010,Antonio Rüdiger,Germany,6.234007936507936,35,0,1,0,4.0,0.0,0.4769841269841269,1.5166666666666668,93.01421034794966,0.0,0.5164021164021164,0.3788359788359788,0.7170634920634921,0.4433862433862434,2.397777777777778,0.3796825396825397,0.5216931216931217,0.1513227513227513,,0.2179894179894179,0.1111111111111111,0.1277777777777777,0.4359788359788359,51.18507936507937,,2.2166666666666663,0.0555555555555555
104368,Chancel Mbemba,DR Congo,6.953974358974359,29,0,1,1,5.0,0.0,0.5128205128205128,2.0961538461538463,89.4327537358463,1.0,1.2339743589743588,1.0673076923076923,0.5064102564102564,0.5897435897435898,6.5,0.4358974358974359,0.4038461538461538,0.4358974358974359,0.1634615384615384,1.153846153846154,,0.2788461538461538,0.6634615384615384,48.0576923076923,,3.141025641025641,
104376,Thomas Meunier,Belgium,6.879744642857143,47,2,3,5,5.0,0.0,0.6576785714285714,1.2369642857142855,83.60746113110338,0.0,1.1444285714285714,0.9814285714285714,1.789142857142857,0.1159523809523809,2.3195714285714284,0.7941071428571429,0.1992857142857143,0.8761428571428571,0.7226785714285714,0.1292857142857142,0.54,0.6228571428571429,0.6735714285714286,41.05528571428572,0.5657142857142856,1.9865714285714289,0.08
104749,Riyad Mahrez,Algeria,7.2725,45,1,9,0,2.0,0.0,1.25,0.25,86.04651162790698,0.0,2.25,0.5,1.0,,0.5,1.0,,0.5,0.5,2.0,,0.5,0.75,21.5,0.25,0.5,0.25
